LOC,STA,STATION,DATE,IP,SP,NET,ANET,LENGTH,START,END,MAN,MA,MB,N,E,YEAR,SHIFT,DELAY
TSS-,11114,TSS-,6/6/18,4,A,1,1,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,2,2,1,102,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,3,3,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,4,4,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,6,6,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,7,7,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,8,8,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,9,9,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,10,10,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/6/18,4,A,11,11,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,1,1,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,2,2,1,55,63,B,A,B,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,2,2,1,72,115,B,A,B,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,3,3,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,4,4,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,6,6,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,7,7,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,8,8,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,9,9,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,10,10,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/13/18,5,A,11,11,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,1,1,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,2,2,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,3,3,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,4,4,1,61,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,6,6,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,7,7,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,8,8,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,9,9,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,10,10,1,62,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/20/18,6,A,11,11,1,55,120,,,,,,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,1,1,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,2,2,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,3,3,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,4,4,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,6,6,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,7,7,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,8,8,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,9,9,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,10,10,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,6/27/18,6,B,11,11,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,1,1,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,2,2,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,3,3,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,4,4,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,6,6,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,7,7,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,8,8,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,9,9,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,10,10,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/3/18,7,A,11,11,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,1,1,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,2,2,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,3,3,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,4,4,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,6,6,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,7,7,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,8,8,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,9,9,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,10,10,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/11/18,8,A,11,11,1,55,115,,,,,,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,1,1,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,2,2,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,3,3,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,4,4,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,6,6,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,7,7,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,8,8,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,9,9,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,10,10,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/18/18,8,B,11,11,1,55,115,,,,,E,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,1,1,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,2,2,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,3,3,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,4,4,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,6,6,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,7,7,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,8,8,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,9,9,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,10,10,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,7/25/18,9,A,11,11,1,60,120,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,1,1,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,2,2,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,3,3,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,4,4,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,6,6,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,7,7,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,8,8,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,9,9,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,10,10,1,61,121,,,,,,2018,0,0
TSS-,11114,TSS-,8/1/18,10,A,11,11,1,61,121,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,1,1,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,2,2,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,3,3,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,4,4,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,5,5,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,6,6,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,7,7,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,9,9,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,10,10,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,11,11,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/7/18,4,A,12,12,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,1,1,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,2,2,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,3,3,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,4,4,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,5,5,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,6,6,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,7,7,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,9,9,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,10,10,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,11,11,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/15/18,5,A,12,12,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,1,1,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,2,2,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,3,3,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,4,4,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,5,5,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,6,6,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,7,7,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,9,9,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,10,10,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,11,11,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,6/25/18,6,A,12,12,1,54,95,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,1,1,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,2,2,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,3,3,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,4,4,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,5,5,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,6,6,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,7,7,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,9,9,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,10,10,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,11,11,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/3/18,7,A,12,12,1,54,114,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,1,1,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,2,2,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,3,3,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,4,4,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,5,5,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,6,6,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,7,7,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,9,9,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,10,10,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,11,11,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/15/18,8,A,12,12,1,54,120,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,1,1,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,2,2,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,3,3,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,4,4,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,5,5,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,6,6,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,7,7,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,9,9,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,10,10,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,11,11,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,7/25/18,9,A,12,12,1,54,112,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,1,1,1,55,71,B,A,B,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,1,1,1,84,115,B,A,B,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,2,2,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,3,3,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,4,4,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,5,5,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,6,6,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,7,7,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,9,9,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,10,10,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,11,11,1,55,115,,,,,,2018,0,0
GRFA,11129,BWMA,8/3/18,10,A,12,12,1,55,115,,,,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,1,1,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,2,2,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,3,3,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,4,4,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,5,5,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,6,6,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,7,7,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,8,8,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,9,9,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/4/18,4,A,10,10,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,1,1,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,2,2,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,3,3,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,4,4,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,5,5,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,6,6,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,7,7,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,8,8,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,9,9,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/20/18,5,A,10,10,1,54,114,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,1,1,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,2,2,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,3,3,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,4,4,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,5,5,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,6,6,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,7,7,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,8,8,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,9,9,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,6/25/18,6,A,10,10,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,1,1,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,2,2,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,3,3,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,4,4,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,5,5,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,6,6,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,7,7,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,8,8,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,9,9,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/7/18,7,A,10,10,1,60,120,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,1,1,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,2,2,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,3,3,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,4,4,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,5,5,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,6,6,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,7,7,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,8,8,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,9,9,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/17/18,8,A,10,10,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,1,1,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,2,2,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,3,3,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,4,4,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,5,5,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,6,6,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,7,7,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,8,8,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,9,9,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,7/25/18,9,A,10,10,1,61,121,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,1,1,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,2,2,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,3,3,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,4,4,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,5,5,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,6,6,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,7,7,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,8,8,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,9,9,1,62,122,?,A,B,,,2018,0,0
LKCR,11194,LKCR,8/3/18,10,A,10,10,1,62,122,?,A,B,,,2018,0,0
IBO-,11210,LUCK,6/3/16,4,A,1,1,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,2,2,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,3,3,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,4,4,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,5,5,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,6,6,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,7,7,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,8,8,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,9,9,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/3/16,4,A,10,10,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,1,1,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,2,2,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,3,3,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,4,4,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,5,5,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,6,6,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,7,7,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,8,8,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,9,9,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/17/16,5,A,10,10,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,1,1,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,2,2,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,3,3,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,4,4,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,5,5,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,6,6,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,7,7,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,8,8,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,9,9,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,6/26/16,6,A,10,10,1,60,120,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,1,1,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,2,2,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,3,3,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,4,4,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,5,5,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,6,6,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,7,7,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,8,8,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,9,9,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/8/16,7,A,10,10,1,61,121,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,1,1,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,2,2,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,3,3,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,4,4,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,5,5,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,6,6,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,7,7,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,8,8,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,9,9,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/16/16,8,A,10,10,1,62,122,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,1,1,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,2,2,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,3,3,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,4,4,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,5,5,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,6,6,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,7,7,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,8,8,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,9,9,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,7/27/16,9,A,10,10,1,63,123,,,,,,2016,0,0
IBO-,11210,LUCK,8/6/16,10,A,1,1,1,64,124,,,,,,2016,0,0
IBO-,11210,LUCK,8/6/16,10,A,2,2,1,64,124,,,,,,2016,0,0
IBO-,11210,LUCK,8/6/16,10,A,3,3,1,64,124,,,,,,2016,0,0
IBO-,11210,LUCK,8/6/16,10,A,4,4,1,64,124,,,,,,2016,0,0
IBO-,11210,LUCK,8/6/16,10,A,5,5,1,64,124,,,,,,2016,0,0
